TargetID,和名,グループ,水域,主環境,候補釣法,ContentPriority,TypicalSize,TrophyThreshold,Season,TimeOfDay,Depth,DataStatus,SourceURL,Notes
target-116,シイラ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-117,クロマグロ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-118,キハダ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-119,メバチ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-120,ビンナガ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-121,コシナガ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-122,ハガツオ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-123,ツムブリ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-124,オニヒラアジ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-125,イトヒキアジ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-126,マナガツオ,回遊・青物,海水,沿岸〜沖/回遊,ショアジギ|キャスティング|船,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-127,タチウオ,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-128,アカカマス,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-129,ヤマトカマス,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-130,ダツ,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-131,オキザヨリ,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-132,マエソ,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-133,ワニエソ,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-134,バラクーダ類,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-135,サメ類（小型沿岸）,大型捕食魚,海水,沿岸〜沖/回遊,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-136,アカムツ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-137,クロムツ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-138,キンメダイ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-139,アラ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-140,メダイ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-141,アマダイ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-142,シロアマダイ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-143,アカアマダイ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-144,アブラボウズ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-145,ギンダラ,沖・深場,海水,沖/深場,船|底|ジギング,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-146,コイ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-147,ニゴイ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-148,ギンブナ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-149,ゲンゴロウブナ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-150,ヘラブナ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-151,ヤリタナゴ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-152,カネヒラ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-153,タイリクバラタナゴ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-154,オイカワ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-155,カワムツ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-156,ヌマムツ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-157,ウグイ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-158,マルタウグイ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-159,アブラハヤ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-160,タモロコ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-161,モツゴ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-162,ワカサギ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-163,ドジョウ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-164,ナマズ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-165,ギギ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-166,ライギョ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-167,カマツカ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-168,ツチフキ,淡水一般,淡水,河川/湖沼,餌|ウキ|底|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-169,ニジマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-170,ヤマメ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-171,アマゴ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-172,イワナ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-173,エゾイワナ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-174,オショロコマ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-175,ブラウントラウト,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-176,イトウ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-177,サクラマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-178,サツキマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-179,サケ,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-180,カラフトマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-181,ヒメマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-182,アメマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-183,ビワマス,トラウト・サーモン,淡水,渓流/河川/湖/遡上,トラウトルアー|フライ|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-184,オオクチバス,ゲームフィッシュ淡水,淡水,湖沼/河川,バスルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-185,コクチバス,ゲームフィッシュ淡水,淡水,湖沼/河川,バスルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-186,ブルーギル,ゲームフィッシュ淡水,淡水,湖沼/河川,バスルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-187,ピーコックバス（将来海外拡張）,ゲームフィッシュ淡水,淡水,湖沼/河川,バスルアー,Future,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-188,ビワコオオナマズ,湖沼大型・特殊,淡水,湖沼/大河川,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-189,オオナマズ,湖沼大型・特殊,淡水,湖沼/大河川,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-190,ハクレン,湖沼大型・特殊,淡水,湖沼/大河川,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-191,ソウギョ,湖沼大型・特殊,淡水,湖沼/大河川,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-192,アオリイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-193,ヤリイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-194,スルメイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-195,ケンサキイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-196,コウイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-197,モンゴウイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-198,ヒイカ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-199,マダコ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-200,イイダコ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-201,ミズダコ,イカ・タコ等,海水,沿岸/岩礁/沖,エギング|餌|ルアー,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-202,テナガエビ,甲殻類・その他,海水,河川/沿岸/岩礁,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-203,スジエビ,甲殻類・その他,海水,河川/沿岸/岩礁,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-204,モクズガニ,甲殻類・その他,海水,河川/沿岸/岩礁,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-205,ワタリガニ,甲殻類・その他,海水,河川/沿岸/岩礁,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-206,イセエビ（規制要注意）,甲殻類・その他,海水,河川/沿岸/岩礁,ルアー|餌,Regional,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-207,ホッケ,北海道・北方,海水,北方沿岸/河川/湖,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-208,コマイ,北海道・北方,海水,北方沿岸/河川/湖,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-209,カジカ,北海道・北方,海水,北方沿岸/河川/湖,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-210,トゲカジカ,北海道・北方,海水,北方沿岸/河川/湖,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-211,ギスカジカ,北海道・北方,海水,北方沿岸/河川/湖,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-212,ガーラ,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-213,ミーバイ類,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-214,イラブチャー,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-215,カーエー,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-216,オジサン,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-217,アカジン,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
target-218,オニカマス,南方・沖縄,海水,南西諸島/礁/沿岸,ルアー|餌,Mid/Late,未設定,未設定,未設定,未設定,未設定,DRAFT_UNVERIFIED,,本番投入前にサイズ・季節・分布・規制・学名を個別確認
