GearID,Brand,Name,LureType,WeightG,LengthMm,DepthRange,RetrieveStyle,VisualProfile,Casting,ActionScore,FinesseAffinity,PowerAffinity,Tags,PriceJPY,Status
lure-0177,Yamashiro,Small Jig 59 Natural,small_jig,7,59,mid,jerk/fall,natural,58,66,75,48,small-bait|finesse,1400,FICTIONAL_CONTENT
lure-0178,Yamashiro,Small Jig 59 Flash,small_jig,7,59,mid,jerk/fall,flash,58,66,75,48,small-bait|finesse,1400,FICTIONAL_CONTENT
lure-0179,Yamashiro,Small Jig 66 Natural,small_jig,10,66,mid,jerk/fall,natural,61,68,71,51,allround,1500,FICTIONAL_CONTENT
lure-0180,Yamashiro,Small Jig 66 Flash,small_jig,10,66,mid,jerk/fall,flash,61,68,71,51,allround,1500,FICTIONAL_CONTENT
lure-0181,Yamashiro,Small Jig 73 Natural,small_jig,15,73,mid,jerk/fall,natural,67,70,65,56,allround,1800,FICTIONAL_CONTENT
lure-0182,Yamashiro,Small Jig 73 Flash,small_jig,15,73,mid,jerk/fall,flash,67,70,65,56,allround,1800,FICTIONAL_CONTENT
lure-0183,Yamashiro,Small Jig 80 Natural,small_jig,20,80,mid,jerk/fall,natural,72,72,58,60,allround,2000,FICTIONAL_CONTENT
lure-0184,Yamashiro,Small Jig 80 Flash,small_jig,20,80,mid,jerk/fall,flash,72,72,58,60,allround,2000,FICTIONAL_CONTENT
lure-0185,Shimara,Minnow 85 Natural,minnow,5,85,shallow-mid,steady/twitch,natural,56,58,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0186,Shimara,Minnow 85 Flash,minnow,5,85,shallow-mid,steady/twitch,flash,56,58,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0187,Shimara,Minnow 92 Natural,minnow,7,92,shallow-mid,steady/twitch,natural,58,60,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0188,Shimara,Minnow 92 Flash,minnow,7,92,shallow-mid,steady/twitch,flash,58,60,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0189,Shimara,Minnow 99 Natural,minnow,10,99,shallow-mid,steady/twitch,natural,61,62,71,51,allround,1300,FICTIONAL_CONTENT
lure-0190,Shimara,Minnow 99 Flash,minnow,10,99,shallow-mid,steady/twitch,flash,61,62,71,51,allround,1300,FICTIONAL_CONTENT
lure-0191,Shimara,Minnow 106 Natural,minnow,14,106,shallow-mid,steady/twitch,natural,65,64,66,55,allround,1500,FICTIONAL_CONTENT
lure-0192,Shimara,Minnow 106 Flash,minnow,14,106,shallow-mid,steady/twitch,flash,65,64,66,55,allround,1500,FICTIONAL_CONTENT
lure-0193,Shimara,Minnow 113 Natural,minnow,18,113,shallow-mid,steady/twitch,natural,70,66,61,58,allround,1700,FICTIONAL_CONTENT
lure-0194,Shimara,Minnow 113 Flash,minnow,18,113,shallow-mid,steady/twitch,flash,70,66,61,58,allround,1700,FICTIONAL_CONTENT
lure-0195,Shimara,Minnow 120 Natural,minnow,24,120,shallow-mid,steady/twitch,natural,76,68,53,64,allround,2000,FICTIONAL_CONTENT
lure-0196,Shimara,Minnow 120 Flash,minnow,24,120,shallow-mid,steady/twitch,flash,76,68,53,64,allround,2000,FICTIONAL_CONTENT
lure-0197,Shimara,Vibration 65 Natural,vibration,7,65,mid-deep,steady/lift-fall,natural,58,58,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0198,Shimara,Vibration 65 Flash,vibration,7,65,mid-deep,steady/lift-fall,flash,58,58,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0199,Shimara,Vibration 72 Natural,vibration,10,72,mid-deep,steady/lift-fall,natural,61,60,71,51,allround,1300,FICTIONAL_CONTENT
lure-0200,Shimara,Vibration 72 Flash,vibration,10,72,mid-deep,steady/lift-fall,flash,61,60,71,51,allround,1300,FICTIONAL_CONTENT
lure-0201,Shimara,Vibration 79 Natural,vibration,14,79,mid-deep,steady/lift-fall,natural,65,62,66,55,allround,1500,FICTIONAL_CONTENT
lure-0202,Shimara,Vibration 79 Flash,vibration,14,79,mid-deep,steady/lift-fall,flash,65,62,66,55,allround,1500,FICTIONAL_CONTENT
lure-0203,Shimara,Vibration 86 Natural,vibration,18,86,mid-deep,steady/lift-fall,natural,70,64,61,58,allround,1700,FICTIONAL_CONTENT
lure-0204,Shimara,Vibration 86 Flash,vibration,18,86,mid-deep,steady/lift-fall,flash,70,64,61,58,allround,1700,FICTIONAL_CONTENT
lure-0205,Shimara,Vibration 93 Natural,vibration,24,93,mid-deep,steady/lift-fall,natural,76,66,53,64,allround,2000,FICTIONAL_CONTENT
lure-0206,Shimara,Vibration 93 Flash,vibration,24,93,mid-deep,steady/lift-fall,flash,76,66,53,64,allround,2000,FICTIONAL_CONTENT
lure-0207,Shimara,Vibration 100 Natural,vibration,28,100,mid-deep,steady/lift-fall,natural,81,68,48,67,power|distance,2100,FICTIONAL_CONTENT
lure-0208,Shimara,Vibration 100 Flash,vibration,28,100,mid-deep,steady/lift-fall,flash,81,68,48,67,power|distance,2100,FICTIONAL_CONTENT
lure-0209,Shimara,Jig 60 Natural,jig,10,60,mid-deep,jerk/fall,natural,61,58,71,51,allround,1300,FICTIONAL_CONTENT
lure-0210,Shimara,Jig 60 Flash,jig,10,60,mid-deep,jerk/fall,flash,61,58,71,51,allround,1300,FICTIONAL_CONTENT
lure-0211,Shimara,Jig 67 Natural,jig,20,67,mid-deep,jerk/fall,natural,72,60,58,60,allround,1800,FICTIONAL_CONTENT
lure-0212,Shimara,Jig 67 Flash,jig,20,67,mid-deep,jerk/fall,flash,72,60,58,60,allround,1800,FICTIONAL_CONTENT
lure-0213,Shimara,Jig 74 Natural,jig,30,74,mid-deep,jerk/fall,natural,83,62,45,69,power|distance,2200,FICTIONAL_CONTENT
lure-0214,Shimara,Jig 74 Flash,jig,30,74,mid-deep,jerk/fall,flash,83,62,45,69,power|distance,2200,FICTIONAL_CONTENT
lure-0215,Shimara,Jig 81 Natural,jig,40,81,mid-deep,jerk/fall,natural,94,64,32,78,power|distance,2700,FICTIONAL_CONTENT
lure-0216,Shimara,Jig 81 Flash,jig,40,81,mid-deep,jerk/fall,flash,94,64,32,78,power|distance,2700,FICTIONAL_CONTENT
lure-0217,Shimara,Jig 88 Natural,jig,60,88,mid-deep,jerk/fall,natural,98,66,20,96,power|distance,3700,FICTIONAL_CONTENT
lure-0218,Shimara,Jig 88 Flash,jig,60,88,mid-deep,jerk/fall,flash,98,66,20,96,power|distance,3700,FICTIONAL_CONTENT
lure-0219,Shimara,Jig 95 Natural,jig,80,95,mid-deep,jerk/fall,natural,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0220,Shimara,Jig 95 Flash,jig,80,95,mid-deep,jerk/fall,flash,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0221,Shimara,Soft Plastic 65 Natural,soft_plastic,2,65,variable,jighead/texas,natural,52,58,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0222,Shimara,Soft Plastic 65 Flash,soft_plastic,2,65,variable,jighead/texas,flash,52,58,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0223,Shimara,Soft Plastic 72 Natural,soft_plastic,3,72,variable,jighead/texas,natural,53,60,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0224,Shimara,Soft Plastic 72 Flash,soft_plastic,3,72,variable,jighead/texas,flash,53,60,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0225,Shimara,Soft Plastic 79 Natural,soft_plastic,5,79,variable,jighead/texas,natural,56,62,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0226,Shimara,Soft Plastic 79 Flash,soft_plastic,5,79,variable,jighead/texas,flash,56,62,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0227,Shimara,Soft Plastic 86 Natural,soft_plastic,7,86,variable,jighead/texas,natural,58,64,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0228,Shimara,Soft Plastic 86 Flash,soft_plastic,7,86,variable,jighead/texas,flash,58,64,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0229,Shimara,Soft Plastic 93 Natural,soft_plastic,10,93,variable,jighead/texas,natural,61,66,71,51,allround,1300,FICTIONAL_CONTENT
lure-0230,Shimara,Soft Plastic 93 Flash,soft_plastic,10,93,variable,jighead/texas,flash,61,66,71,51,allround,1300,FICTIONAL_CONTENT
lure-0231,Shimara,Soft Plastic 100 Natural,soft_plastic,14,100,variable,jighead/texas,natural,65,68,66,55,allround,1500,FICTIONAL_CONTENT
lure-0232,Shimara,Soft Plastic 100 Flash,soft_plastic,14,100,variable,jighead/texas,flash,65,68,66,55,allround,1500,FICTIONAL_CONTENT
lure-0233,Shimara,Topwater 95 Natural,topwater,6,95,surface,walk/pop,natural,57,58,76,47,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0234,Shimara,Topwater 95 Flash,topwater,6,95,surface,walk/pop,flash,57,58,76,47,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0235,Shimara,Topwater 102 Natural,topwater,8,102,surface,walk/pop,natural,59,60,74,49,allround,1200,FICTIONAL_CONTENT
lure-0236,Shimara,Topwater 102 Flash,topwater,8,102,surface,walk/pop,flash,59,60,74,49,allround,1200,FICTIONAL_CONTENT
lure-0237,Shimara,Topwater 109 Natural,topwater,12,109,surface,walk/pop,natural,63,62,68,53,allround,1400,FICTIONAL_CONTENT
lure-0238,Shimara,Topwater 109 Flash,topwater,12,109,surface,walk/pop,flash,63,62,68,53,allround,1400,FICTIONAL_CONTENT
lure-0239,Shimara,Topwater 116 Natural,topwater,18,116,surface,walk/pop,natural,70,64,61,58,allround,1700,FICTIONAL_CONTENT
lure-0240,Shimara,Topwater 116 Flash,topwater,18,116,surface,walk/pop,flash,70,64,61,58,allround,1700,FICTIONAL_CONTENT
lure-0241,Shimara,Topwater 123 Natural,topwater,25,123,surface,walk/pop,natural,78,66,52,65,power|distance,2000,FICTIONAL_CONTENT
lure-0242,Shimara,Topwater 123 Flash,topwater,25,123,surface,walk/pop,flash,78,66,52,65,power|distance,2000,FICTIONAL_CONTENT
lure-0243,Daiva,Minnow 85 Natural,minnow,5,85,shallow-mid,steady/twitch,natural,56,58,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0244,Daiva,Minnow 85 Flash,minnow,5,85,shallow-mid,steady/twitch,flash,56,58,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0245,Daiva,Minnow 92 Natural,minnow,7,92,shallow-mid,steady/twitch,natural,58,60,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0246,Daiva,Minnow 92 Flash,minnow,7,92,shallow-mid,steady/twitch,flash,58,60,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0247,Daiva,Minnow 99 Natural,minnow,10,99,shallow-mid,steady/twitch,natural,61,62,79,51,allround,1300,FICTIONAL_CONTENT
lure-0248,Daiva,Minnow 99 Flash,minnow,10,99,shallow-mid,steady/twitch,flash,61,62,79,51,allround,1300,FICTIONAL_CONTENT
lure-0249,Daiva,Minnow 106 Natural,minnow,14,106,shallow-mid,steady/twitch,natural,65,64,74,55,allround,1500,FICTIONAL_CONTENT
lure-0250,Daiva,Minnow 106 Flash,minnow,14,106,shallow-mid,steady/twitch,flash,65,64,74,55,allround,1500,FICTIONAL_CONTENT
lure-0251,Daiva,Minnow 113 Natural,minnow,18,113,shallow-mid,steady/twitch,natural,70,66,69,58,allround,1700,FICTIONAL_CONTENT
lure-0252,Daiva,Minnow 113 Flash,minnow,18,113,shallow-mid,steady/twitch,flash,70,66,69,58,allround,1700,FICTIONAL_CONTENT
lure-0253,Daiva,Minnow 120 Natural,minnow,24,120,shallow-mid,steady/twitch,natural,76,68,61,64,allround,2000,FICTIONAL_CONTENT
lure-0254,Daiva,Minnow 120 Flash,minnow,24,120,shallow-mid,steady/twitch,flash,76,68,61,64,allround,2000,FICTIONAL_CONTENT
lure-0255,Daiva,Shad 60 Natural,shad,4,60,shallow-mid,steady,natural,54,58,87,46,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0256,Daiva,Shad 60 Flash,shad,4,60,shallow-mid,steady,flash,54,58,87,46,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0257,Daiva,Shad 67 Natural,shad,5,67,shallow-mid,steady,natural,56,60,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0258,Daiva,Shad 67 Flash,shad,5,67,shallow-mid,steady,flash,56,60,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0259,Daiva,Shad 74 Natural,shad,7,74,shallow-mid,steady,natural,58,62,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0260,Daiva,Shad 74 Flash,shad,7,74,shallow-mid,steady,flash,58,62,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0261,Daiva,Shad 81 Natural,shad,10,81,shallow-mid,steady,natural,61,64,79,51,allround,1300,FICTIONAL_CONTENT
lure-0262,Daiva,Shad 81 Flash,shad,10,81,shallow-mid,steady,flash,61,64,79,51,allround,1300,FICTIONAL_CONTENT
lure-0263,Daiva,Shad 88 Natural,shad,14,88,shallow-mid,steady,natural,65,66,74,55,allround,1500,FICTIONAL_CONTENT
lure-0264,Daiva,Shad 88 Flash,shad,14,88,shallow-mid,steady,flash,65,66,74,55,allround,1500,FICTIONAL_CONTENT
lure-0265,Daiva,Vibration 65 Natural,vibration,7,65,mid-deep,steady/lift-fall,natural,58,58,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0266,Daiva,Vibration 65 Flash,vibration,7,65,mid-deep,steady/lift-fall,flash,58,58,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0267,Daiva,Vibration 72 Natural,vibration,10,72,mid-deep,steady/lift-fall,natural,61,60,79,51,allround,1300,FICTIONAL_CONTENT
lure-0268,Daiva,Vibration 72 Flash,vibration,10,72,mid-deep,steady/lift-fall,flash,61,60,79,51,allround,1300,FICTIONAL_CONTENT
lure-0269,Daiva,Vibration 79 Natural,vibration,14,79,mid-deep,steady/lift-fall,natural,65,62,74,55,allround,1500,FICTIONAL_CONTENT
lure-0270,Daiva,Vibration 79 Flash,vibration,14,79,mid-deep,steady/lift-fall,flash,65,62,74,55,allround,1500,FICTIONAL_CONTENT
lure-0271,Daiva,Vibration 86 Natural,vibration,18,86,mid-deep,steady/lift-fall,natural,70,64,69,58,allround,1700,FICTIONAL_CONTENT
lure-0272,Daiva,Vibration 86 Flash,vibration,18,86,mid-deep,steady/lift-fall,flash,70,64,69,58,allround,1700,FICTIONAL_CONTENT
lure-0273,Daiva,Vibration 93 Natural,vibration,24,93,mid-deep,steady/lift-fall,natural,76,66,61,64,allround,2000,FICTIONAL_CONTENT
lure-0274,Daiva,Vibration 93 Flash,vibration,24,93,mid-deep,steady/lift-fall,flash,76,66,61,64,allround,2000,FICTIONAL_CONTENT
lure-0275,Daiva,Vibration 100 Natural,vibration,28,100,mid-deep,steady/lift-fall,natural,81,68,56,67,power|distance,2100,FICTIONAL_CONTENT
lure-0276,Daiva,Vibration 100 Flash,vibration,28,100,mid-deep,steady/lift-fall,flash,81,68,56,67,power|distance,2100,FICTIONAL_CONTENT
lure-0277,Daiva,Jig 60 Natural,jig,10,60,mid-deep,jerk/fall,natural,61,58,79,51,allround,1300,FICTIONAL_CONTENT
lure-0278,Daiva,Jig 60 Flash,jig,10,60,mid-deep,jerk/fall,flash,61,58,79,51,allround,1300,FICTIONAL_CONTENT
lure-0279,Daiva,Jig 67 Natural,jig,20,67,mid-deep,jerk/fall,natural,72,60,66,60,allround,1800,FICTIONAL_CONTENT
lure-0280,Daiva,Jig 67 Flash,jig,20,67,mid-deep,jerk/fall,flash,72,60,66,60,allround,1800,FICTIONAL_CONTENT
lure-0281,Daiva,Jig 74 Natural,jig,30,74,mid-deep,jerk/fall,natural,83,62,53,69,power|distance,2200,FICTIONAL_CONTENT
lure-0282,Daiva,Jig 74 Flash,jig,30,74,mid-deep,jerk/fall,flash,83,62,53,69,power|distance,2200,FICTIONAL_CONTENT
lure-0283,Daiva,Jig 81 Natural,jig,40,81,mid-deep,jerk/fall,natural,94,64,40,78,power|distance,2700,FICTIONAL_CONTENT
lure-0284,Daiva,Jig 81 Flash,jig,40,81,mid-deep,jerk/fall,flash,94,64,40,78,power|distance,2700,FICTIONAL_CONTENT
lure-0285,Daiva,Jig 88 Natural,jig,60,88,mid-deep,jerk/fall,natural,98,66,20,96,power|distance,3700,FICTIONAL_CONTENT
lure-0286,Daiva,Jig 88 Flash,jig,60,88,mid-deep,jerk/fall,flash,98,66,20,96,power|distance,3700,FICTIONAL_CONTENT
lure-0287,Daiva,Jig 95 Natural,jig,80,95,mid-deep,jerk/fall,natural,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0288,Daiva,Jig 95 Flash,jig,80,95,mid-deep,jerk/fall,flash,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0289,Daiva,Soft Plastic 65 Natural,soft_plastic,2,65,variable,jighead/texas,natural,52,58,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0290,Daiva,Soft Plastic 65 Flash,soft_plastic,2,65,variable,jighead/texas,flash,52,58,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0291,Daiva,Soft Plastic 72 Natural,soft_plastic,3,72,variable,jighead/texas,natural,53,60,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0292,Daiva,Soft Plastic 72 Flash,soft_plastic,3,72,variable,jighead/texas,flash,53,60,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0293,Daiva,Soft Plastic 79 Natural,soft_plastic,5,79,variable,jighead/texas,natural,56,62,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0294,Daiva,Soft Plastic 79 Flash,soft_plastic,5,79,variable,jighead/texas,flash,56,62,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0295,Daiva,Soft Plastic 86 Natural,soft_plastic,7,86,variable,jighead/texas,natural,58,64,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0296,Daiva,Soft Plastic 86 Flash,soft_plastic,7,86,variable,jighead/texas,flash,58,64,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0297,Daiva,Soft Plastic 93 Natural,soft_plastic,10,93,variable,jighead/texas,natural,61,66,79,51,allround,1300,FICTIONAL_CONTENT
lure-0298,Daiva,Soft Plastic 93 Flash,soft_plastic,10,93,variable,jighead/texas,flash,61,66,79,51,allround,1300,FICTIONAL_CONTENT
lure-0299,Daiva,Soft Plastic 100 Natural,soft_plastic,14,100,variable,jighead/texas,natural,65,68,74,55,allround,1500,FICTIONAL_CONTENT
lure-0300,Daiva,Soft Plastic 100 Flash,soft_plastic,14,100,variable,jighead/texas,flash,65,68,74,55,allround,1500,FICTIONAL_CONTENT
lure-0301,Major Crest,Jig 60 Natural,jig,10,60,mid-deep,jerk/fall,natural,61,58,71,51,allround,1300,FICTIONAL_CONTENT
lure-0302,Major Crest,Jig 60 Flash,jig,10,60,mid-deep,jerk/fall,flash,61,58,71,51,allround,1300,FICTIONAL_CONTENT
lure-0303,Major Crest,Jig 67 Natural,jig,20,67,mid-deep,jerk/fall,natural,72,60,58,60,allround,1800,FICTIONAL_CONTENT
lure-0304,Major Crest,Jig 67 Flash,jig,20,67,mid-deep,jerk/fall,flash,72,60,58,60,allround,1800,FICTIONAL_CONTENT
lure-0305,Major Crest,Jig 74 Natural,jig,30,74,mid-deep,jerk/fall,natural,83,62,45,69,power|distance,2200,FICTIONAL_CONTENT
lure-0306,Major Crest,Jig 74 Flash,jig,30,74,mid-deep,jerk/fall,flash,83,62,45,69,power|distance,2200,FICTIONAL_CONTENT
lure-0307,Major Crest,Jig 81 Natural,jig,40,81,mid-deep,jerk/fall,natural,94,64,32,78,power|distance,2700,FICTIONAL_CONTENT
lure-0308,Major Crest,Jig 81 Flash,jig,40,81,mid-deep,jerk/fall,flash,94,64,32,78,power|distance,2700,FICTIONAL_CONTENT
lure-0309,Major Crest,Jig 88 Natural,jig,60,88,mid-deep,jerk/fall,natural,98,66,20,96,power|distance,3700,FICTIONAL_CONTENT
lure-0310,Major Crest,Jig 88 Flash,jig,60,88,mid-deep,jerk/fall,flash,98,66,20,96,power|distance,3700,FICTIONAL_CONTENT
lure-0311,Major Crest,Jig 95 Natural,jig,80,95,mid-deep,jerk/fall,natural,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0312,Major Crest,Jig 95 Flash,jig,80,95,mid-deep,jerk/fall,flash,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0313,Major Crest,Soft Plastic 65 Natural,soft_plastic,2,65,variable,jighead/texas,natural,52,58,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0314,Major Crest,Soft Plastic 65 Flash,soft_plastic,2,65,variable,jighead/texas,flash,52,58,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0315,Major Crest,Soft Plastic 72 Natural,soft_plastic,3,72,variable,jighead/texas,natural,53,60,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0316,Major Crest,Soft Plastic 72 Flash,soft_plastic,3,72,variable,jighead/texas,flash,53,60,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0317,Major Crest,Soft Plastic 79 Natural,soft_plastic,5,79,variable,jighead/texas,natural,56,62,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0318,Major Crest,Soft Plastic 79 Flash,soft_plastic,5,79,variable,jighead/texas,flash,56,62,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0319,Major Crest,Soft Plastic 86 Natural,soft_plastic,7,86,variable,jighead/texas,natural,58,64,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0320,Major Crest,Soft Plastic 86 Flash,soft_plastic,7,86,variable,jighead/texas,flash,58,64,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0321,Major Crest,Soft Plastic 93 Natural,soft_plastic,10,93,variable,jighead/texas,natural,61,66,71,51,allround,1300,FICTIONAL_CONTENT
lure-0322,Major Crest,Soft Plastic 93 Flash,soft_plastic,10,93,variable,jighead/texas,flash,61,66,71,51,allround,1300,FICTIONAL_CONTENT
lure-0323,Major Crest,Soft Plastic 100 Natural,soft_plastic,14,100,variable,jighead/texas,natural,65,68,66,55,allround,1500,FICTIONAL_CONTENT
lure-0324,Major Crest,Soft Plastic 100 Flash,soft_plastic,14,100,variable,jighead/texas,flash,65,68,66,55,allround,1500,FICTIONAL_CONTENT
lure-0325,Major Crest,Spinner 45 Natural,spinner,2,45,shallow-mid,steady,natural,52,58,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0326,Major Crest,Spinner 45 Flash,spinner,2,45,shallow-mid,steady,flash,52,58,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0327,Major Crest,Spinner 52 Natural,spinner,3,52,shallow-mid,steady,natural,53,60,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0328,Major Crest,Spinner 52 Flash,spinner,3,52,shallow-mid,steady,flash,53,60,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0329,Major Crest,Spinner 59 Natural,spinner,5,59,shallow-mid,steady,natural,56,62,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0330,Major Crest,Spinner 59 Flash,spinner,5,59,shallow-mid,steady,flash,56,62,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0331,Major Crest,Spinner 66 Natural,spinner,7,66,shallow-mid,steady,natural,58,64,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0332,Major Crest,Spinner 66 Flash,spinner,7,66,shallow-mid,steady,flash,58,64,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0333,Major Crest,Spinner 73 Natural,spinner,10,73,shallow-mid,steady,natural,61,66,71,51,allround,1300,FICTIONAL_CONTENT
lure-0334,Major Crest,Spinner 73 Flash,spinner,10,73,shallow-mid,steady,flash,61,66,71,51,allround,1300,FICTIONAL_CONTENT
lure-0335,Major Crest,Spoon 40 Natural,spoon,1.5,40,shallow-mid,steady/fall,natural,52,58,82,43,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0336,Major Crest,Spoon 40 Flash,spoon,1.5,40,shallow-mid,steady/fall,flash,52,58,82,43,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0337,Major Crest,Spoon 47 Natural,spoon,2,47,shallow-mid,steady/fall,natural,52,60,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0338,Major Crest,Spoon 47 Flash,spoon,2,47,shallow-mid,steady/fall,flash,52,60,81,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0339,Major Crest,Spoon 54 Natural,spoon,3,54,shallow-mid,steady/fall,natural,53,62,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0340,Major Crest,Spoon 54 Flash,spoon,3,54,shallow-mid,steady/fall,flash,53,62,80,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0341,Major Crest,Spoon 61 Natural,spoon,5,61,shallow-mid,steady/fall,natural,56,64,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0342,Major Crest,Spoon 61 Flash,spoon,5,61,shallow-mid,steady/fall,flash,56,64,78,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0343,Major Crest,Spoon 68 Natural,spoon,7,68,shallow-mid,steady/fall,natural,58,66,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0344,Major Crest,Spoon 68 Flash,spoon,7,68,shallow-mid,steady/fall,flash,58,66,75,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0345,Major Crest,Spoon 75 Natural,spoon,10,75,shallow-mid,steady/fall,natural,61,68,71,51,allround,1300,FICTIONAL_CONTENT
lure-0346,Major Crest,Spoon 75 Flash,spoon,10,75,shallow-mid,steady/fall,flash,61,68,71,51,allround,1300,FICTIONAL_CONTENT
lure-0347,Major Crest,Metal Vibration 55 Natural,metal_vibration,10,55,mid-deep,steady/lift-fall,natural,61,58,71,51,allround,1300,FICTIONAL_CONTENT
lure-0348,Major Crest,Metal Vibration 55 Flash,metal_vibration,10,55,mid-deep,steady/lift-fall,flash,61,58,71,51,allround,1300,FICTIONAL_CONTENT
lure-0349,Major Crest,Metal Vibration 62 Natural,metal_vibration,14,62,mid-deep,steady/lift-fall,natural,65,60,66,55,allround,1500,FICTIONAL_CONTENT
lure-0350,Major Crest,Metal Vibration 62 Flash,metal_vibration,14,62,mid-deep,steady/lift-fall,flash,65,60,66,55,allround,1500,FICTIONAL_CONTENT
lure-0351,Major Crest,Metal Vibration 69 Natural,metal_vibration,20,69,mid-deep,steady/lift-fall,natural,72,62,58,60,allround,1800,FICTIONAL_CONTENT
lure-0352,Major Crest,Metal Vibration 69 Flash,metal_vibration,20,69,mid-deep,steady/lift-fall,flash,72,62,58,60,allround,1800,FICTIONAL_CONTENT
lure-0353,Major Crest,Metal Vibration 76 Natural,metal_vibration,28,76,mid-deep,steady/lift-fall,natural,81,64,48,67,power|distance,2100,FICTIONAL_CONTENT
lure-0354,Major Crest,Metal Vibration 76 Flash,metal_vibration,28,76,mid-deep,steady/lift-fall,flash,81,64,48,67,power|distance,2100,FICTIONAL_CONTENT
lure-0355,Major Crest,Metal Vibration 83 Natural,metal_vibration,35,83,mid-deep,steady/lift-fall,natural,89,66,39,74,power|distance,2500,FICTIONAL_CONTENT
lure-0356,Major Crest,Metal Vibration 83 Flash,metal_vibration,35,83,mid-deep,steady/lift-fall,flash,89,66,39,74,power|distance,2500,FICTIONAL_CONTENT
