GearID,Brand,Series,Model,UseClass,LengthM,Power,Action,LureMinG,LureMaxG,LineMinKg,LineMaxKg,WeightG,Sensitivity,Control,FightingPower,CastPotential,PriceJPY,PrimaryUse,Status
rod-0166,Daiva,MOREVIA,193MHF,Bass Power,1.93,MH,Fast,7,28,6,14,139,71,71,62,43,21900,バス/カバー,FICTIONAL_CONTENT
rod-0167,Daiva,MOREVIA,203MHF,Bass Power,2.03,MH,Fast,7,28,6,14,142,71,71,62,46,21100,バス/カバー,FICTIONAL_CONTENT
rod-0168,Daiva,MOREVIA,213MHF,Bass Power,2.13,MH,Fast,7,28,6,14,145,71,71,62,48,20300,バス/カバー,FICTIONAL_CONTENT
rod-0169,Daiva,MOREVIA,223MHF,Bass Power,2.23,MH,Fast,7,28,6,14,147,71,71,62,50,21100,バス/カバー,FICTIONAL_CONTENT
rod-0170,Daiva,MOREVIA,233MHF,Bass Power,2.33,MH,Fast,7,28,6,14,150,71,71,62,52,21900,バス/カバー,FICTIONAL_CONTENT
rod-0171,Daiva,LUNEX,214MLF,Chinning,2.14,ML,Fast,3,18,4,10,135,71,71,58,48,22700,チニング,FICTIONAL_CONTENT
rod-0172,Daiva,LUNEX,224MLF,Chinning,2.24,ML,Fast,3,18,4,10,138,71,71,58,50,21900,チニング,FICTIONAL_CONTENT
rod-0173,Daiva,LUNEX,234MLF,Chinning,2.34,ML,Fast,3,18,4,10,141,71,71,58,53,21100,チニング,FICTIONAL_CONTENT
rod-0174,Daiva,LUNEX,244MLF,Chinning,2.44,ML,Fast,3,18,4,10,144,71,71,58,55,21900,チニング,FICTIONAL_CONTENT
rod-0175,Daiva,LUNEX,254MLF,Chinning,2.54,ML,Fast,3,18,4,10,146,71,71,58,57,22700,チニング,FICTIONAL_CONTENT
rod-0176,Daiva,MOREVIA,239MLF,Seabass Short,2.39,ML,Fast,5,28,5,12,142,71,71,58,54,23600,港湾シーバス,FICTIONAL_CONTENT
rod-0177,Daiva,MOREVIA,249MLF,Seabass Short,2.49,ML,Fast,5,28,5,12,145,71,71,58,56,22800,港湾シーバス,FICTIONAL_CONTENT
rod-0178,Daiva,MOREVIA,259MLF,Seabass Short,2.59,ML,Fast,5,28,5,12,148,71,71,58,58,22000,港湾シーバス,FICTIONAL_CONTENT
rod-0179,Daiva,MOREVIA,269MLF,Seabass Short,2.69,ML,Fast,5,28,5,12,150,71,67,58,61,22800,港湾シーバス,FICTIONAL_CONTENT
rod-0180,Daiva,MOREVIA,279MLF,Seabass Short,2.79,ML,Fast,5,28,5,12,153,71,67,58,63,23600,港湾シーバス,FICTIONAL_CONTENT
rod-0181,Daiva,LUNEX,254MF,Seabass Standard,2.54,M,Fast,7,35,6,14,146,71,71,58,57,24400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0182,Daiva,LUNEX,264MF,Seabass Standard,2.64,M,Fast,7,35,6,14,149,71,67,58,59,23600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0183,Daiva,LUNEX,274MF,Seabass Standard,2.74,M,Fast,7,35,6,14,152,71,67,58,62,22800,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0184,Daiva,LUNEX,284MF,Seabass Standard,2.84,M,Fast,7,35,6,14,154,71,67,58,64,23600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0185,Daiva,LUNEX,294MF,Seabass Standard,2.94,M,Fast,7,35,6,14,157,71,67,58,66,24400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0186,Daiva,MOREVIA,270MF,Seabass Long,2.7,M,Fast,10,45,7,16,151,71,67,58,61,25300,大河川/遠投,FICTIONAL_CONTENT
rod-0187,Daiva,MOREVIA,280MF,Seabass Long,2.8,M,Fast,10,45,7,16,153,71,67,58,63,24500,大河川/遠投,FICTIONAL_CONTENT
rod-0188,Daiva,MOREVIA,290MF,Seabass Long,2.9,M,Fast,10,45,7,16,156,71,67,58,65,23700,大河川/遠投,FICTIONAL_CONTENT
rod-0189,Daiva,MOREVIA,300MF,Seabass Long,3,M,Fast,10,45,7,16,159,71,67,58,68,24500,大河川/遠投,FICTIONAL_CONTENT
rod-0190,Daiva,MOREVIA,310MF,Seabass Long,3.1,M,Fast,10,45,7,16,162,71,67,58,70,25300,大河川/遠投,FICTIONAL_CONTENT
rod-0191,Daiva,LUNEX,224LF,Eging Light,2.24,L,Fast,3,18,3,8,138,71,71,58,50,26100,ライトエギ,FICTIONAL_CONTENT
rod-0192,Daiva,LUNEX,234LF,Eging Light,2.34,L,Fast,3,18,3,8,141,71,71,58,53,25300,ライトエギ,FICTIONAL_CONTENT
rod-0193,Daiva,LUNEX,244LF,Eging Light,2.44,L,Fast,3,18,3,8,144,71,71,58,55,24500,ライトエギ,FICTIONAL_CONTENT
rod-0194,Daiva,LUNEX,254LF,Eging Light,2.54,L,Fast,3,18,3,8,146,71,71,58,57,25300,ライトエギ,FICTIONAL_CONTENT
rod-0195,Daiva,LUNEX,264LF,Eging Light,2.64,L,Fast,3,18,3,8,149,71,67,58,59,26100,ライトエギ,FICTIONAL_CONTENT
rod-0196,Daiva,MOREVIA,231MLF,Eging Standard,2.31,ML,Fast,5,25,4,10,140,71,71,58,52,27000,エギング,FICTIONAL_CONTENT
rod-0197,Daiva,MOREVIA,241MLF,Eging Standard,2.41,ML,Fast,5,25,4,10,143,71,71,58,54,26200,エギング,FICTIONAL_CONTENT
rod-0198,Daiva,MOREVIA,251MLF,Eging Standard,2.51,ML,Fast,5,25,4,10,146,71,71,58,56,25400,エギング,FICTIONAL_CONTENT
rod-0199,Daiva,MOREVIA,261MLF,Eging Standard,2.61,ML,Fast,5,25,4,10,148,71,67,58,59,26200,エギング,FICTIONAL_CONTENT
rod-0200,Daiva,MOREVIA,271MLF,Eging Standard,2.71,ML,Fast,5,25,4,10,151,71,67,58,61,27000,エギング,FICTIONAL_CONTENT
rod-0201,Daiva,LUNEX,198MF,Rockfish Light,1.98,M,Fast,3,20,5,12,131,71,71,58,45,27800,ライトロック,FICTIONAL_CONTENT
rod-0202,Daiva,LUNEX,208MF,Rockfish Light,2.08,M,Fast,3,20,5,12,134,71,71,58,47,27000,ライトロック,FICTIONAL_CONTENT
rod-0203,Daiva,LUNEX,218MF,Rockfish Light,2.18,M,Fast,3,20,5,12,137,71,71,58,49,26200,ライトロック,FICTIONAL_CONTENT
rod-0204,Daiva,LUNEX,228MF,Rockfish Light,2.28,M,Fast,3,20,5,12,139,71,71,58,51,27000,ライトロック,FICTIONAL_CONTENT
rod-0205,Daiva,LUNEX,238MF,Rockfish Light,2.38,M,Fast,3,20,5,12,142,71,71,58,54,27800,ライトロック,FICTIONAL_CONTENT
rod-0206,Daiva,MOREVIA,216MHF,Rockfish Heavy,2.16,MH,Fast,7,40,8,18,145,71,71,62,49,28700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0207,Daiva,MOREVIA,226MHF,Rockfish Heavy,2.26,MH,Fast,7,40,8,18,148,71,71,62,51,27900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0208,Daiva,MOREVIA,236MHF,Rockfish Heavy,2.36,MH,Fast,7,40,8,18,151,71,71,62,53,27100,ロックフィッシュ,FICTIONAL_CONTENT
rod-0209,Daiva,MOREVIA,246MHF,Rockfish Heavy,2.46,MH,Fast,7,40,8,18,154,71,71,62,55,27900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0210,Daiva,MOREVIA,256MHF,Rockfish Heavy,2.56,MH,Fast,7,40,8,18,156,71,71,62,58,28700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0211,Daiva,LUNEX,285MF,Surf,2.85,M,Fast,10,45,8,18,155,71,67,58,69,29500,サーフ,FICTIONAL_CONTENT
rod-0212,Daiva,LUNEX,295MF,Surf,2.95,M,Fast,10,45,8,18,157,71,67,58,72,28700,サーフ,FICTIONAL_CONTENT
rod-0213,Daiva,LUNEX,305MF,Surf,3.05,M,Fast,10,45,8,18,160,71,67,58,74,27900,サーフ,FICTIONAL_CONTENT
rod-0214,Daiva,LUNEX,315MF,Surf,3.15,M,Fast,10,45,8,18,163,71,67,58,77,28700,サーフ,FICTIONAL_CONTENT
rod-0215,Daiva,LUNEX,325MF,Surf,3.25,M,Fast,10,45,8,18,166,71,67,58,79,29500,サーフ,FICTIONAL_CONTENT
rod-0216,Daiva,MOREVIA,300MHF,Surf Power,3,MH,Fast,15,60,10,25,168,71,67,62,73,30400,遠投サーフ,FICTIONAL_CONTENT
rod-0217,Daiva,MOREVIA,310MHF,Surf Power,3.1,MH,Fast,15,60,10,25,171,71,67,62,75,29600,遠投サーフ,FICTIONAL_CONTENT
rod-0218,Daiva,MOREVIA,320MHF,Surf Power,3.2,MH,Fast,15,60,10,25,174,71,67,62,78,28800,遠投サーフ,FICTIONAL_CONTENT
rod-0219,Daiva,MOREVIA,330MHF,Surf Power,3.3,MH,Fast,15,60,10,25,176,71,67,62,80,29600,遠投サーフ,FICTIONAL_CONTENT
rod-0220,Daiva,MOREVIA,340MHF,Surf Power,3.4,MH,Fast,15,60,10,25,179,71,67,62,83,30400,遠投サーフ,FICTIONAL_CONTENT
rod-0221,Daiva,LUNEX,270MHF,Light Shore Jigging,2.7,MH,Fast,15,60,10,25,160,71,67,62,66,31200,LSJ,FICTIONAL_CONTENT
rod-0222,Daiva,LUNEX,280MHF,Light Shore Jigging,2.8,MH,Fast,15,60,10,25,163,71,67,62,68,30400,LSJ,FICTIONAL_CONTENT
rod-0223,Daiva,LUNEX,290MHF,Light Shore Jigging,2.9,MH,Fast,15,60,10,25,166,71,67,62,70,29600,LSJ,FICTIONAL_CONTENT
rod-0224,Daiva,LUNEX,300MHF,Light Shore Jigging,3,MH,Fast,15,60,10,25,168,71,67,62,73,30400,LSJ,FICTIONAL_CONTENT
rod-0225,Daiva,LUNEX,310MHF,Light Shore Jigging,3.1,MH,Fast,15,60,10,25,171,71,67,62,75,31200,LSJ,FICTIONAL_CONTENT
rod-0226,Daiva,MOREVIA,285HM,Shore Jigging,2.85,H,Moderate,30,100,15,35,175,66,67,67,69,32100,ショアジギ,FICTIONAL_CONTENT
rod-0227,Daiva,MOREVIA,295HM,Shore Jigging,2.95,H,Moderate,30,100,15,35,178,66,67,67,72,31300,ショアジギ,FICTIONAL_CONTENT
rod-0228,Daiva,MOREVIA,305HM,Shore Jigging,3.05,H,Moderate,30,100,15,35,181,66,67,67,74,30500,ショアジギ,FICTIONAL_CONTENT
rod-0229,Daiva,MOREVIA,315HM,Shore Jigging,3.15,H,Moderate,30,100,15,35,184,66,67,67,77,31300,ショアジギ,FICTIONAL_CONTENT
rod-0230,Daiva,MOREVIA,325HM,Shore Jigging,3.25,H,Moderate,30,100,15,35,186,66,67,67,79,32100,ショアジギ,FICTIONAL_CONTENT
rod-0231,Daiva,LUNEX,300XHM,Heavy Shore Jigging,3,XH,Moderate,50,150,20,45,180,66,67,67,73,32900,大型青物,FICTIONAL_CONTENT
rod-0232,Daiva,LUNEX,310XHM,Heavy Shore Jigging,3.1,XH,Moderate,50,150,20,45,182,66,67,67,75,32100,大型青物,FICTIONAL_CONTENT
rod-0233,Daiva,LUNEX,320XHM,Heavy Shore Jigging,3.2,XH,Moderate,50,150,20,45,185,66,67,67,78,31300,大型青物,FICTIONAL_CONTENT
rod-0234,Daiva,LUNEX,330XHM,Heavy Shore Jigging,3.3,XH,Moderate,50,150,20,45,188,66,67,67,80,32100,大型青物,FICTIONAL_CONTENT
rod-0235,Daiva,LUNEX,340XHM,Heavy Shore Jigging,3.4,XH,Moderate,50,150,20,45,190,66,67,67,83,32900,大型青物,FICTIONAL_CONTENT
rod-0236,Daiva,MOREVIA,171MHM,Offshore Light Jig,1.71,MH,Moderate,40,120,12,30,133,66,71,62,38,33800,ライトジギ,FICTIONAL_CONTENT
rod-0237,Daiva,MOREVIA,181MHM,Offshore Light Jig,1.81,MH,Moderate,40,120,12,30,136,66,71,62,41,33000,ライトジギ,FICTIONAL_CONTENT
rod-0238,Daiva,MOREVIA,191MHM,Offshore Light Jig,1.91,MH,Moderate,40,120,12,30,139,66,71,62,43,32200,ライトジギ,FICTIONAL_CONTENT
rod-0239,Daiva,MOREVIA,201MHM,Offshore Light Jig,2.01,MH,Moderate,40,120,12,30,141,66,71,62,45,33000,ライトジギ,FICTIONAL_CONTENT
rod-0240,Daiva,MOREVIA,211MHM,Offshore Light Jig,2.11,MH,Moderate,40,120,12,30,144,66,71,62,47,33800,ライトジギ,FICTIONAL_CONTENT
rod-0241,Daiva,LUNEX,163HM,Offshore Jigging,1.63,H,Moderate,80,220,20,50,142,66,71,67,37,34600,オフショアジギ,FICTIONAL_CONTENT
rod-0242,Daiva,LUNEX,173HM,Offshore Jigging,1.73,H,Moderate,80,220,20,50,145,66,71,67,39,33800,オフショアジギ,FICTIONAL_CONTENT
rod-0243,Daiva,LUNEX,183HM,Offshore Jigging,1.83,H,Moderate,80,220,20,50,148,66,71,67,41,33000,オフショアジギ,FICTIONAL_CONTENT
rod-0244,Daiva,LUNEX,193HM,Offshore Jigging,1.93,H,Moderate,80,220,20,50,150,66,71,67,43,33800,オフショアジギ,FICTIONAL_CONTENT
rod-0245,Daiva,LUNEX,203HM,Offshore Jigging,2.03,H,Moderate,80,220,20,50,153,66,71,67,46,34600,オフショアジギ,FICTIONAL_CONTENT
rod-0246,Daiva,MOREVIA,219HF,Casting,2.19,H,Fast,30,120,15,40,157,71,71,67,49,35500,オフショアキャスト,FICTIONAL_CONTENT
rod-0247,Daiva,MOREVIA,229HF,Casting,2.29,H,Fast,30,120,15,40,160,71,71,67,52,34700,オフショアキャスト,FICTIONAL_CONTENT
rod-0248,Daiva,MOREVIA,239HF,Casting,2.39,H,Fast,30,120,15,40,163,71,71,67,54,33900,オフショアキャスト,FICTIONAL_CONTENT
rod-0249,Daiva,MOREVIA,249HF,Casting,2.49,H,Fast,30,120,15,40,166,71,71,67,56,34700,オフショアキャスト,FICTIONAL_CONTENT
rod-0250,Daiva,MOREVIA,259HF,Casting,2.59,H,Fast,30,120,15,40,168,71,71,67,58,35500,オフショアキャスト,FICTIONAL_CONTENT
rod-0251,Daiva,LUNEX,224XHM,Big Game,2.24,XH,Moderate,60,200,25,60,159,66,71,67,50,36300,大型回遊魚,FICTIONAL_CONTENT
rod-0252,Daiva,LUNEX,234XHM,Big Game,2.34,XH,Moderate,60,200,25,60,162,66,71,67,53,35500,大型回遊魚,FICTIONAL_CONTENT
rod-0253,Daiva,LUNEX,244XHM,Big Game,2.44,XH,Moderate,60,200,25,60,164,66,71,67,55,34700,大型回遊魚,FICTIONAL_CONTENT
rod-0254,Daiva,LUNEX,254XHM,Big Game,2.54,XH,Moderate,60,200,25,60,167,66,71,67,57,35500,大型回遊魚,FICTIONAL_CONTENT
rod-0255,Daiva,LUNEX,264XHM,Big Game,2.64,XH,Moderate,60,200,25,60,170,66,67,67,59,36300,大型回遊魚,FICTIONAL_CONTENT
rod-0256,Daiva,MOREVIA,340MM,Bait Fishing,3.4,M,Moderate,3,30,4,12,170,66,67,58,77,37200,餌釣り,FICTIONAL_CONTENT
rod-0257,Daiva,MOREVIA,350MM,Bait Fishing,3.5,M,Moderate,3,30,4,12,172,66,67,58,79,36400,餌釣り,FICTIONAL_CONTENT
rod-0258,Daiva,MOREVIA,360MM,Bait Fishing,3.6,M,Moderate,3,30,4,12,175,66,67,58,81,35600,餌釣り,FICTIONAL_CONTENT
rod-0259,Daiva,MOREVIA,370MM,Bait Fishing,3.7,M,Moderate,3,30,4,12,178,66,67,58,83,36400,餌釣り,FICTIONAL_CONTENT
rod-0260,Daiva,MOREVIA,380MM,Bait Fishing,3.8,M,Moderate,3,30,4,12,181,66,67,58,86,37200,餌釣り,FICTIONAL_CONTENT
rod-0261,Daiva,LUNEX,510MM,Float Fishing,5.1,M,Moderate,2,20,3,10,216,66,67,58,100,38000,ウキ/磯,FICTIONAL_CONTENT
rod-0262,Daiva,LUNEX,520MM,Float Fishing,5.2,M,Moderate,2,20,3,10,219,66,67,58,100,37200,ウキ/磯,FICTIONAL_CONTENT
rod-0263,Daiva,LUNEX,530MM,Float Fishing,5.3,M,Moderate,2,20,3,10,222,66,67,58,100,36400,ウキ/磯,FICTIONAL_CONTENT
rod-0264,Daiva,LUNEX,540MM,Float Fishing,5.4,M,Moderate,2,20,3,10,224,66,67,58,100,37200,ウキ/磯,FICTIONAL_CONTENT
rod-0265,Daiva,LUNEX,550MM,Float Fishing,5.5,M,Moderate,2,20,3,10,227,66,67,58,100,38000,ウキ/磯,FICTIONAL_CONTENT
rod-0266,Daiva,MOREVIA,250MHM,Bottom Fishing,2.5,MH,Moderate,15,80,10,30,155,66,71,62,56,38900,投げ/底,FICTIONAL_CONTENT
rod-0267,Daiva,MOREVIA,260MHM,Bottom Fishing,2.6,MH,Moderate,15,80,10,30,157,66,67,62,59,38100,投げ/底,FICTIONAL_CONTENT
rod-0268,Daiva,MOREVIA,270MHM,Bottom Fishing,2.7,MH,Moderate,15,80,10,30,160,66,67,62,61,37300,投げ/底,FICTIONAL_CONTENT
rod-0269,Daiva,MOREVIA,280MHM,Bottom Fishing,2.8,MH,Moderate,15,80,10,30,163,66,67,62,63,38100,投げ/底,FICTIONAL_CONTENT
rod-0270,Daiva,MOREVIA,290MHM,Bottom Fishing,2.9,MH,Moderate,15,80,10,30,166,66,67,62,65,38900,投げ/底,FICTIONAL_CONTENT
rod-0271,Daiva,LUNEX,190MHM,Boat Bait,1.9,MH,Moderate,20,80,10,30,138,66,71,62,43,39700,船餌,FICTIONAL_CONTENT
rod-0272,Daiva,LUNEX,200MHM,Boat Bait,2,MH,Moderate,20,80,10,30,141,66,71,62,45,38900,船餌,FICTIONAL_CONTENT
rod-0273,Daiva,LUNEX,210MHM,Boat Bait,2.1,MH,Moderate,20,80,10,30,144,66,71,62,47,38100,船餌,FICTIONAL_CONTENT
rod-0274,Daiva,LUNEX,220MHM,Boat Bait,2.2,MH,Moderate,20,80,10,30,146,66,71,62,50,38900,船餌,FICTIONAL_CONTENT
rod-0275,Daiva,LUNEX,230MHM,Boat Bait,2.3,MH,Moderate,20,80,10,30,149,66,71,62,52,39700,船餌,FICTIONAL_CONTENT
rod-0276,Daiva,MOREVIA,163ULS,Area Trout,1.63,UL,Slow,0.5,5,1,4,122,63,71,58,37,40600,管理釣り場,FICTIONAL_CONTENT
rod-0277,Daiva,MOREVIA,173ULS,Area Trout,1.73,UL,Slow,0.5,5,1,4,124,63,71,58,39,39800,管理釣り場,FICTIONAL_CONTENT
rod-0278,Daiva,MOREVIA,183ULS,Area Trout,1.83,UL,Slow,0.5,5,1,4,127,63,71,58,41,39000,管理釣り場,FICTIONAL_CONTENT
rod-0279,Daiva,MOREVIA,193ULS,Area Trout,1.93,UL,Slow,0.5,5,1,4,130,63,71,58,43,39800,管理釣り場,FICTIONAL_CONTENT
rod-0280,Daiva,MOREVIA,203ULS,Area Trout,2.03,UL,Slow,0.5,5,1,4,132,63,71,58,46,40600,管理釣り場,FICTIONAL_CONTENT
rod-0281,Arvo Garsen,POWERCREST,193MHF,Bass Power,1.93,MH,Fast,7,28,6,14,163,63,61,70,43,20900,バス/カバー,FICTIONAL_CONTENT
rod-0282,Arvo Garsen,POWERCREST,203MHF,Bass Power,2.03,MH,Fast,7,28,6,14,166,63,61,70,46,20100,バス/カバー,FICTIONAL_CONTENT
rod-0283,Arvo Garsen,POWERCREST,213MHF,Bass Power,2.13,MH,Fast,7,28,6,14,169,63,61,70,48,19300,バス/カバー,FICTIONAL_CONTENT
rod-0284,Arvo Garsen,POWERCREST,223MHF,Bass Power,2.23,MH,Fast,7,28,6,14,172,63,61,70,50,20100,バス/カバー,FICTIONAL_CONTENT
rod-0285,Arvo Garsen,POWERCREST,233MHF,Bass Power,2.33,MH,Fast,7,28,6,14,176,63,61,70,52,20900,バス/カバー,FICTIONAL_CONTENT
rod-0286,Arvo Garsen,POWERCREST,216MHF,Rockfish Heavy,2.16,MH,Fast,7,40,8,18,170,63,61,70,49,27700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0287,Arvo Garsen,POWERCREST,226MHF,Rockfish Heavy,2.26,MH,Fast,7,40,8,18,173,63,61,70,51,26900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0288,Arvo Garsen,POWERCREST,236MHF,Rockfish Heavy,2.36,MH,Fast,7,40,8,18,176,63,61,70,53,26100,ロックフィッシュ,FICTIONAL_CONTENT
rod-0289,Arvo Garsen,POWERCREST,246MHF,Rockfish Heavy,2.46,MH,Fast,7,40,8,18,180,63,61,70,55,26900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0290,Arvo Garsen,POWERCREST,256MHF,Rockfish Heavy,2.56,MH,Fast,7,40,8,18,183,63,61,70,58,27700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0291,Arvo Garsen,VERITAS-X,270MHF,Light Shore Jigging,2.7,MH,Fast,15,60,10,25,187,63,57,70,66,30200,LSJ,FICTIONAL_CONTENT
rod-0292,Arvo Garsen,VERITAS-X,280MHF,Light Shore Jigging,2.8,MH,Fast,15,60,10,25,191,63,57,70,68,29400,LSJ,FICTIONAL_CONTENT
rod-0293,Arvo Garsen,VERITAS-X,290MHF,Light Shore Jigging,2.9,MH,Fast,15,60,10,25,194,63,57,70,70,28600,LSJ,FICTIONAL_CONTENT
rod-0294,Arvo Garsen,VERITAS-X,300MHF,Light Shore Jigging,3,MH,Fast,15,60,10,25,197,63,57,70,73,29400,LSJ,FICTIONAL_CONTENT
rod-0295,Arvo Garsen,VERITAS-X,310MHF,Light Shore Jigging,3.1,MH,Fast,15,60,10,25,200,63,57,70,75,30200,LSJ,FICTIONAL_CONTENT
rod-0296,Arvo Garsen,POWERCREST,285HM,Shore Jigging,2.85,H,Moderate,30,100,15,35,205,59,57,75,69,31100,ショアジギ,FICTIONAL_CONTENT
rod-0297,Arvo Garsen,POWERCREST,295HM,Shore Jigging,2.95,H,Moderate,30,100,15,35,209,59,57,75,72,30300,ショアジギ,FICTIONAL_CONTENT
rod-0298,Arvo Garsen,POWERCREST,305HM,Shore Jigging,3.05,H,Moderate,30,100,15,35,212,59,57,75,74,29500,ショアジギ,FICTIONAL_CONTENT
rod-0299,Arvo Garsen,POWERCREST,315HM,Shore Jigging,3.15,H,Moderate,30,100,15,35,215,59,57,75,77,30300,ショアジギ,FICTIONAL_CONTENT
rod-0300,Arvo Garsen,POWERCREST,325HM,Shore Jigging,3.25,H,Moderate,30,100,15,35,218,59,57,75,79,31100,ショアジギ,FICTIONAL_CONTENT
rod-0301,Arvo Garsen,VERITAS-X,300XHM,Heavy Shore Jigging,3,XH,Moderate,50,150,20,45,210,59,57,75,73,31900,大型青物,FICTIONAL_CONTENT
rod-0302,Arvo Garsen,VERITAS-X,310XHM,Heavy Shore Jigging,3.1,XH,Moderate,50,150,20,45,213,59,57,75,75,31100,大型青物,FICTIONAL_CONTENT
rod-0303,Arvo Garsen,VERITAS-X,320XHM,Heavy Shore Jigging,3.2,XH,Moderate,50,150,20,45,216,59,57,75,78,30300,大型青物,FICTIONAL_CONTENT
rod-0304,Arvo Garsen,VERITAS-X,330XHM,Heavy Shore Jigging,3.3,XH,Moderate,50,150,20,45,220,59,57,75,80,31100,大型青物,FICTIONAL_CONTENT
rod-0305,Arvo Garsen,VERITAS-X,340XHM,Heavy Shore Jigging,3.4,XH,Moderate,50,150,20,45,223,59,57,75,83,31900,大型青物,FICTIONAL_CONTENT
rod-0306,Arvo Garsen,POWERCREST,171MHM,Offshore Light Jig,1.71,MH,Moderate,40,120,12,30,156,59,61,70,38,32800,ライトジギ,FICTIONAL_CONTENT
rod-0307,Arvo Garsen,POWERCREST,181MHM,Offshore Light Jig,1.81,MH,Moderate,40,120,12,30,159,59,61,70,41,32000,ライトジギ,FICTIONAL_CONTENT
rod-0308,Arvo Garsen,POWERCREST,191MHM,Offshore Light Jig,1.91,MH,Moderate,40,120,12,30,162,59,61,70,43,31200,ライトジギ,FICTIONAL_CONTENT
rod-0309,Arvo Garsen,POWERCREST,201MHM,Offshore Light Jig,2.01,MH,Moderate,40,120,12,30,165,59,61,70,45,32000,ライトジギ,FICTIONAL_CONTENT
rod-0310,Arvo Garsen,POWERCREST,211MHM,Offshore Light Jig,2.11,MH,Moderate,40,120,12,30,169,59,61,70,47,32800,ライトジギ,FICTIONAL_CONTENT
rod-0311,Arvo Garsen,VERITAS-X,163HM,Offshore Jigging,1.63,H,Moderate,80,220,20,50,166,59,61,75,37,33600,オフショアジギ,FICTIONAL_CONTENT
rod-0312,Arvo Garsen,VERITAS-X,173HM,Offshore Jigging,1.73,H,Moderate,80,220,20,50,170,59,61,75,39,32800,オフショアジギ,FICTIONAL_CONTENT
rod-0313,Arvo Garsen,VERITAS-X,183HM,Offshore Jigging,1.83,H,Moderate,80,220,20,50,173,59,61,75,41,32000,オフショアジギ,FICTIONAL_CONTENT
rod-0314,Arvo Garsen,VERITAS-X,193HM,Offshore Jigging,1.93,H,Moderate,80,220,20,50,176,59,61,75,43,32800,オフショアジギ,FICTIONAL_CONTENT
rod-0315,Arvo Garsen,VERITAS-X,203HM,Offshore Jigging,2.03,H,Moderate,80,220,20,50,179,59,61,75,46,33600,オフショアジギ,FICTIONAL_CONTENT
rod-0316,Arvo Garsen,POWERCREST,219HF,Casting,2.19,H,Fast,30,120,15,40,184,63,61,75,49,34500,オフショアキャスト,FICTIONAL_CONTENT
rod-0317,Arvo Garsen,POWERCREST,229HF,Casting,2.29,H,Fast,30,120,15,40,187,63,61,75,52,33700,オフショアキャスト,FICTIONAL_CONTENT
rod-0318,Arvo Garsen,POWERCREST,239HF,Casting,2.39,H,Fast,30,120,15,40,191,63,61,75,54,32900,オフショアキャスト,FICTIONAL_CONTENT
rod-0319,Arvo Garsen,POWERCREST,249HF,Casting,2.49,H,Fast,30,120,15,40,194,63,61,75,56,33700,オフショアキャスト,FICTIONAL_CONTENT
rod-0320,Arvo Garsen,POWERCREST,259HF,Casting,2.59,H,Fast,30,120,15,40,197,63,61,75,58,34500,オフショアキャスト,FICTIONAL_CONTENT
rod-0321,Arvo Garsen,VERITAS-X,224XHM,Big Game,2.24,XH,Moderate,60,200,25,60,186,59,61,75,50,35300,大型回遊魚,FICTIONAL_CONTENT
rod-0322,Arvo Garsen,VERITAS-X,234XHM,Big Game,2.34,XH,Moderate,60,200,25,60,189,59,61,75,53,34500,大型回遊魚,FICTIONAL_CONTENT
rod-0323,Arvo Garsen,VERITAS-X,244XHM,Big Game,2.44,XH,Moderate,60,200,25,60,192,59,61,75,55,33700,大型回遊魚,FICTIONAL_CONTENT
rod-0324,Arvo Garsen,VERITAS-X,254XHM,Big Game,2.54,XH,Moderate,60,200,25,60,195,59,61,75,57,34500,大型回遊魚,FICTIONAL_CONTENT
rod-0325,Arvo Garsen,VERITAS-X,264XHM,Big Game,2.64,XH,Moderate,60,200,25,60,199,59,57,75,59,35300,大型回遊魚,FICTIONAL_CONTENT
rod-0326,Gamakaze,SEIRYU,216MHF,Rockfish Heavy,2.16,MH,Fast,7,40,8,18,161,67,64,68,49,31700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0327,Gamakaze,SEIRYU,226MHF,Rockfish Heavy,2.26,MH,Fast,7,40,8,18,164,67,64,68,51,30900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0328,Gamakaze,SEIRYU,236MHF,Rockfish Heavy,2.36,MH,Fast,7,40,8,18,167,67,64,68,53,30100,ロックフィッシュ,FICTIONAL_CONTENT
rod-0329,Gamakaze,SEIRYU,246MHF,Rockfish Heavy,2.46,MH,Fast,7,40,8,18,170,67,64,68,55,30900,ロックフィッシュ,FICTIONAL_CONTENT
